Sport,Country,League Name,Year,Gender,Champion,Number of Games,Number of Teams,Coeficiente Phi,Quantidade de equipes retiradas,Perc. Equipes Retiradas,Equipes Retiradas
basketball,Australia,WNLB,2011,women,Melbourne B. W,110,10,0.9515,5,50.00%,"+Melbourne B- W,-Adelaide Lightning W,-AIS W,+Canberra W,+Bendigo W"
basketball,Australia,WNLB,2012,women,Adelaide Lightning W,110,10,0.9506,4,40.00%,"-AIS W,-Perth Lynx W,+Adelaide Lightning W,-Canberra W"
basketball,Australia,WNLB,2013,women,Bendigo W,108,9,0.9593,5,55.56%,"+Bendigo W,+Dandenong W,+Adelaide Lightning W,+Townsville W,+Melbourne B- W"
basketball,Australia,WNLB,2014,women,Bendigo W,108,9,0.9587,7,77.78%,"-Perth Lynx W,+Bendigo W,-Logan W,+Dandenong W,+Melbourne B- W,+Townsville W,+Adelaide Lightning W"
basketball,Australia,WNLB,2015,women,Townsville W,88,8,0.9218,3,37.50%,"-Perth Lynx W,+Townsville W,+Bendigo W"
basketball,Australia,WNLB,2016,women,Townsville W,108,9,0.9342,3,33.33%,"-Canberra W,-Melbourne B- W,-Adelaide Lightning W"
basketball,Austria,ABL,2007,men,Swans Gmunden,132,12,0.9562,7,58.33%,"+Swans Gmunden,-Gussing Knights,-Vienna Basket,-St- Polten,-VIVA 49ers,-Klosterneuburg Dukes,-Oberwart Gunners"
basketball,Austria,ABL,2008,men,Oberwart Gunners,132,12,0.9578,8,66.67%,"-Graz UBSC,-Vienna Basket,-Worthersee Piraten,-Gussing Knights,-St- Polten,+Kapfenberg Bulls,+Oberwart Gunners,+Swans Gmunden"
basketball,Austria,ABL,2009,men,Furstenfeld,132,12,0.9322,5,41.67%,"-Vienna Basket,-Graz UBSC,-Gussing Knights,-Worthersee Piraten,-St- Polten"
basketball,Austria,ABL,2010,men,Furstenfeld,132,12,0.9671,8,66.67%,"-Graz UBSC,-Worthersee Piraten,-Vienna Basket,-Gussing Knights,-Oberwart Gunners,-St- Polten,-Traiskirchen Lions,-Kapfenberg Bulls"
basketball,Austria,ABL,2011,men,Swans Gmunden,132,12,0.9329,5,41.67%,"-Worthersee Piraten,+Swans Gmunden,-St- Polten,-Gussing Knights,-Vienna Basket"
basketball,Austria,ABL,2012,men,Klosterneuburg Dukes,110,11,0.9539,9,81.82%,"-St- Polten,-Traiskirchen Lions,+Klosterneuburg Dukes,+Wels,+Kapfenberg Bulls,+Swans Gmunden,+Oberwart Gunners,+Gussing Knights,+Graz UBSC"
basketball,Austria,ABL,2013,men,Vienna Basket,110,11,0.9523,7,63.64%,"-Traiskirchen Lions,-St- Polten,-Furstenfeld,-Graz UBSC,+Swans Gmunden,+Kapfenberg Bulls,+Klosterneuburg Dukes"
basketball,Austria,ABL,2014,men,Gussing Knights,110,11,0.9516,7,63.64%,"-St- Polten,-Graz UBSC,-Traiskirchen Lions,+Gussing Knights,+Kapfenberg Bulls,+Swans Gmunden,+Vienna Basket"
basketball,Austria,ABL,2015,men,Vienna Basket,180,10,0.9569,3,30.00%,"-Graz UBSC,-Furstenfeld,+Vienna Basket"
basketball,Austria,ABL,2016,men,Oberwart Gunners,177,10,0.9222,3,30.00%,"+Gussing Knights,-Graz UBSC,-Swans Gmunden"
basketball,Belgium,Ethias League,2010,men,-,143,9,0.9342,5,55.56%,"-Leuven Bears,-Optima Gent,+Liege,+Spirou Charleroi,+Oostende"
basketball,Belgium,Ethias League,2011,men,Spirou Charleroi,144,9,0.9575,5,55.56%,"-Optima Gent,+Spirou Charleroi,+Belfius Mons,-Verviers-Pepinster,-Liege"
basketball,Belgium,Ethias League,2012,men,Oostende,144,9,0.9552,5,55.56%,"-Verviers-Pepinster,-Optima Gent,+Oostende,+Antwerp Giants,+Spirou Charleroi"
basketball,Belgium,Ethias League,2013,men,Oostende,112,8,0.9589,6,75.00%,"-Verviers-Pepinster,-Liege,-Leuven Bears,+Oostende,-Okapi Aalstar,+Belfius Mons"
basketball,Belgium,Ethias League,2014,men,Oostende,180,10,0.9675,4,40.00%,"-Willebroek,-Verviers-Pepinster,-Brussels,+Oostende"
basketball,Belgium,Ethias League,2015,men,Oostende,110,11,0.9272,4,36.36%,"+Oostende,-Leuven Bears,-Willebroek,+Antwerp Giants"
basketball,Belgium,Ethias League,2016,men,Oostende,110,11,0.9350,6,54.55%,"+Oostende,-Leuven Bears,-Willebroek,-Verviers-Pepinster,+Okapi Aalstar,+Limburg"
basketball,Brazil,NBB,2011,men,Brasilia,210,15,0.9495,10,66.67%,"-Unimed Assis,-Vila Velha,-Lupo Araraquara,-Vitoria Basquete/CECRE,-Paulistano,+Franca,+Brasilia,+Bauru,+Unitri Universo,-Minas"
basketball,Brazil,NBB,2012,men,Sao Jose,210,15,0.9643,13,86.67%,"-Vila Velha,-Lupo Araraquara,+Sao Jose,-Minas,-Tijuca,+Brasilia,+Flamengo,+Pinheiros,-Sorocabana,-Franca,+Joinville,+Limeira,+Unitri Universo"
basketball,Brazil,NBB,2013,men,Flamengo,306,18,0.9614,11,61.11%,"+Flamengo,-Suzano,-Tijuca,+Brasilia,+Unitri Universo,+Bauru,+Franca,+Pinheiros,+Cearense,+Paulistano,+Sao Jose"
basketball,Brazil,NBB,2014,men,Flamengo,272,17,0.9408,8,47.06%,"-Vila Velha,+Flamengo,+Paulistano,-Minas,-Sorocabana,-Goiania,-Macae,-Mogi"
basketball,Brazil,NBB,2016,men,Flamengo,210,15,0.9456,9,60.00%,"+Flamengo,+Bauru,+Mogi,+Brasilia,+Paulistano,+Cearense,+Franca,+Pinheiros,+Minas"
basketball,Bulgaria,NBL,2010,men,-,112,8,0.9618,6,75.00%,"+Lukoil Academic,+Levski,+Balkan,+Yambol,-Chernomorets,+Rilski Sportist"
basketball,Bulgaria,NBL,2011,men,Lukoil Academic,112,8,0.9700,5,62.50%,"+Lukoil Academic,+Levski,-Chernomorets,-Spartak Pleven,+Rilski Sportist"
basketball,Bulgaria,NBL,2012,men,Lukoil Academic,112,8,0.9726,5,62.50%,"+Lukoil Academic,+Levski,-Chernomorets,+Yambol,+Rilski Sportist"
basketball,Bulgaria,NBL,2013,men,Lukoil Academic,135,10,0.9681,6,60.00%,"-Bulgaria U20,+Lukoil Academic,+Levski,-Spartak Pleven,+Balkan,+Rilski Sportist"
basketball,Bulgaria,NBL,2014,men,Lukoil Academic,108,9,0.9679,5,55.56%,"+Lukoil Academic,-Beroe,-Chernomorets,-Spartak Pleven,-Rilski Sportist"
basketball,Bulgaria,NBL,2015,men,Lukoil Academic,108,9,0.9727,5,55.56%,"+Lukoil Academic,-Spartak Pleven,-Chernomorets,-Yambol,-Beroe"
basketball,Bulgaria,NBL,2016,men,Lukoil Academic,135,10,0.9705,8,80.00%,"+Lukoil Academic,-Chernomorets,+Balkan,+Beroe,+Rilski Sportist,-Academic Bultex,-Yambol,+Cherno More"
basketball,China,CBA,2012,men,Guangdong,272,17,0.9172,6,35.29%,"+Guangdong,-Jiangsu Dragons,-Foshan,-Bayi Fubang,-Tianjin,-Shandong"
basketball,China,CBA,2013,men,Guangdong,272,17,0.9389,8,47.06%,"+Guangdong,+Shandong,-Qingdao,+Liaoning,+Xinjiang,+Shenzhen,-Shanghai,+Bayi Fubang"
basketball,China,CBA,2014,men,Guangdong,306,18,0.9606,16,88.89%,"+Guangdong,-Qingdao,-Bayi Rockets,+Xinjiang,+Shenzhen,-Foshan,-Shanxi Zhongyu,+Beijing,+Tianjin,+Zhejiang Guangsha,+Liaoning,+Shandong,+Shanghai,+Fujian,+Zhejiang Chouzhou,+Jiangsu Dragons"
basketball,China,CBA,2015,men,Guangdong,380,20,0.9741,18,90.00%,"+Guangdong,+Liaoning,-Chongqing Dragons,-Bayi Rockets,-Sichuan,-Fujian,-Jiangsu Dragons,-Tianjin,-Zhejiang Chouzhou,-Jiangsu Tongxi,-Shanghai,-Shandong,-Foshan,+Jilin,+Beijing,+Qingdao,+Shenzhen,+Shanxi Zhongyu"
basketball,China,CBA,2016,men,Liaoning,380,20,0.9663,13,65.00%,"-Foshan,+Liaoning,+Sichuan,+Xinjiang,+Guangdong,+Zhejiang Guangsha,+Shandong,-Bayi Rockets,-Tianjin,-Jilin,-Qingdao,+Shanghai,+Zhejiang Chouzhou"
basketball,Croatia,A1 Liga,2009,men,Cibona,56,8,0.9558,6,75.00%,"+Cibona,+Zadar,+Zagreb,+Split,+Cedevita,+Dubrovnik"
basketball,Croatia,A1 Liga,2011,men,Split,90,10,0.9039,6,60.00%,"+Split,-Trogir,-Dubrava,-Slavonski Brod,-VROS Darda,+Alkar"
basketball,Croatia,A1 Liga,2012,men,Zadar,110,11,0.9357,9,81.82%,"-Dubrovnik,+Zadar,+GKK Sibenik,+Split,+Alkar,+Zabok,+Borik Puntamika,+Krizevci,+Kvarner"
basketball,Croatia,A1 Liga,2013,men,Zagreb,90,10,0.9448,6,60.00%,"-Dubrovnik,-Osjecki,+Zagreb,-Krizevci,-Zabok,+Alkar"
basketball,Croatia,A1 Liga,2014,men,Zagreb,90,10,0.9381,3,30.00%,"-Slavonski Brod,-Krizevci,-VROS Darda"
basketball,Croatia,A1 Liga,2015,men,Zagreb,110,11,0.9303,6,54.55%,"-Slavonski Brod,+Zagreb,+Zabok,+GKK Sibenik,+Kvarner,-Split"
basketball,Croatia,A1 Liga,2016,men,Zagreb,110,11,0.9204,9,81.82%,"+Zagreb,-Kastela,+Kvarner,+GKK Sibenik,+Split,+Gorica,+Jolly Sibenik,+Alkar,+Skrljevo"
basketball,Cyprus,Division A,2011,men,Apoel BC,72,9,0.9063,7,77.78%,"+Apoel BC,+Keravnos,+ETHA Engomi,+Achilleas,+Apollon,+ENAD Nicosia,+AEK Larnaca"
basketball,Cyprus,Division A,2013,men,Keravnos,84,8,0.9553,5,62.50%,"+Keravnos,+ETHA Engomi,+AEK Larnaca,-Omonia,+Apollon"
basketball,Cyprus,Division A,2015,men,Apoel BC,84,8,0.9653,6,75.00%,"-AEL,-Omonia,+Apoel BC,+AEK Larnaca,+Keravnos,+Apollon"
basketball,Cyprus,Division A,2016,men,AEK Larnaca,56,8,0.9557,6,75.00%,"-Anagennisi Germasogias,-Omonia,-Paralimni,+AEK Larnaca,+Apoel BC,+Keravnos"
basketball,Czech Republic,NBL,2007,men,Nymburk,264,12,0.9757,6,50.00%,"+Nymburk,-BBK Brno,-Sadska,-Usti n- Labem,+Decin,-USK Prague"
basketball,Czech Republic,NBL,2008,men,Nymburk,264,12,0.9785,8,66.67%,"+Nymburk,-Usti n- Labem,-Kolin,+Novy Jicin,+Prostejov,+Decin,+Pardubice,+NH Ostrava"
basketball,Czech Republic,NBL,2009,men,Nymburk,220,11,0.9635,7,63.64%,"+Nymburk,+Novy Jicin,+Prostejov,+Decin,+Liberec,+NH Ostrava,-Podebrady"
basketball,Czech Republic,NBL,2010,men,Nymburk,264,12,0.9818,9,75.00%,"-Sokol Vysehrad,+Nymburk,+Novy Jicin,+Prostejov,+Pardubice,+Decin,+Opava,+Kolin,+USK Prague"
basketball,Czech Republic,NBL,2011,men,Prostejov,110,11,0.9594,6,54.55%,"-Plzen,-Svitavy,-USK Prague,-Brno,-Kolin,+Decin"
basketball,Czech Republic,NBL,2012,men,Nymburk,182,14,0.9627,7,50.00%,"+Nymburk,+Prostejov,+Pardubice,+Decin,+Kolin,+USK Prague,+NH Ostrava"
basketball,Czech Republic,NBL,2013,men,Nymburk,156,13,0.9482,7,53.85%,"+Nymburk,+NH Ostrava,+Pardubice,+Decin,+Prostejov,+Kolin,+USK Prague"
basketball,Czech Republic,NBL,2014,men,Nymburk,242,12,0.9501,7,58.33%,"+Prostejov,-Brno,-Jindrichuv Hradec,-USK Prague,-Svitavy,-NH Ostrava,-Kolin"
basketball,Czech Republic,NBL,2015,men,Nymburk,242,12,0.9573,6,50.00%,"+Decin,+Prostejov,+Pardubice,-Brno,-Kolin,-USK Prague"
basketball,Czech Republic,NBL,2016,men,Nymburk,231,12,0.9576,10,83.33%,"+Decin,+Prostejov,+Opava,+Pardubice,-Nymburk,-Brno,-Jindrichuv Hradec,+Kolin,+USK Prague,+Usti n- Labem"
basketball,Czech Republic,ZBL,2011,women,USK Prague W,90,10,0.9580,5,50.00%,"+Handicap Brno W,+USK Prague W,-Pardubice W,+Slovanka W,+Trutnov W"
basketball,Czech Republic,ZBL,2012,women,USK Prague W,132,12,0.9681,8,66.67%,"+USK Prague W,-Karlin W,+Handicap Brno W,-Pardubice W,+Trutnov W,+VS Prague W,+Slovanka W,+Hradec Kralove W"
basketball,Czech Republic,ZBL,2013,women,USK Prague W,132,12,0.9603,10,83.33%,"+USK Prague W,+Handicap Brno W,+Hradec Kralove W,-Pardubice W,-Karlin W,-Chance U19 W,+Trutnov W,+VS Prague W,-Karlovy Vary W,+KP Brno W"
basketball,Czech Republic,ZBL,2014,women,USK Prague W,132,12,0.9653,8,66.67%,"+USK Prague W,-SSMH Brno W,+KP Brno W,+Handicap Brno W,+Hradec Kralove W,-Karlin W,-Karlovy Vary W,+VS Prague W"
basketball,Denmark,Basketligaen ,2011,men,Bakken Bears,135,10,0.9687,7,70.00%,"+Bakken Bears,+Svendborg,+Team FOG Næstved,+Horsholm,+Horsens,+Sisu,+Aabyhoj"
basketball,Denmark,Basketligaen ,2012,men,Bakken Bears,135,10,0.9577,5,50.00%,"+Bakken Bears,+Svendborg,+Team FOG Næstved,+Sisu,+Horsholm"
basketball,Denmark,Basketligaen ,2013,men,Svendborg,135,10,0.9600,5,50.00%,"-Aalborg,+Svendborg,+Bakken Bears,+Horsens,+Sisu"
basketball,Denmark,Basketligaen ,2014,men,Bakken Bears,135,10,0.9467,7,70.00%,"+Bakken Bears,+Svendborg,+Randers,-Vaerlose,-Copenhagen Wolfpack,+Team FOG Næstved,+Sisu"
basketball,Denmark,Basketligaen ,2015,men,Bakken Bears,135,10,0.9634,6,60.00%,"+Bakken Bears,+Horsens,-Aalborg,+Svendborg,+Copenhagen Wolfpack,+Randers"
basketball,Denmark,Basketligaen ,2016,men,Horsens,112,8,0.9706,4,50.00%,"+Horsens,+Bakken Bears,+Team FOG Næstved,+Svendborg"
basketball,Finland,Korisliiga,2007,men,Kataja,264,12,0.9394,7,58.33%,"+Kataja,-Pussihukat,+ToPo Helsinki,+Honka,+KTP Kotka Basket,+Namika Lahti,-UU-Korihait Uusikaupunki"
basketball,Finland,Korisliiga,2008,men,ToPo Helsinki,242,12,0.9497,8,66.67%,"+ToPo Helsinki,+Kouvot Kouvola,+Honka,+Namika Lahti,-Karkkila,-Kauhajoen Karhu,+KTP Kotka Basket,+UU-Korihait Uusikaupunki"
basketball,Finland,Korisliiga,2009,men,Kataja,264,12,0.9511,10,83.33%,"-Porvoon Tarmo,-Karkkila,+Kataja,+Kouvot Kouvola,+Honka,-ToPo Helsinki,+KTP Kotka Basket,+Namika Lahti,-Forssan Koripojat,+Lappeenranta"
basketball,Finland,Korisliiga,2010,men,Pyrinto Tampere,264,12,0.9579,5,41.67%,"-Forssan Koripojat,+Pyrinto Tampere,+Kouvot Kouvola,+ToPo Helsinki,-Salon Vilpas"
basketball,Finland,Korisliiga,2011,men,Pyrinto Tampere,264,12,0.9691,8,66.67%,"-Porvoon Tarmo,+Pyrinto Tampere,-Lappeenranta,+KTP Kotka Basket,+Kataja,+UU-Korihait Uusikaupunki,+Honka,+Kouvot Kouvola"
basketball,Finland,Korisliiga,2012,men,Kataja,220,11,0.9490,5,45.45%,"+Kataja,+LoKoKo,+Pyrinto Tampere,+Kauhajoen Karhu,+ToPo Helsinki"
basketball,Finland,Korisliiga,2013,men,Bisons Loimaa,264,12,0.9707,6,50.00%,"+Bisons Loimaa,+Kataja,+KTP Kotka Basket,+Pyrinto Tampere,+Kauhajoen Karhu,+Kouvot Kouvola"
basketball,Finland,Korisliiga,2014,men,Pyrinto Tampere,264,12,0.9723,7,58.33%,"+Pyrinto Tampere,+Bisons Loimaa,-UU-Korihait Uusikaupunki,+Kataja,+KTP Kotka Basket,+Kauhajoen Karhu,+Salon Vilpas"
basketball,Finland,Korisliiga,2015,men,KTP Kotka Basket,220,11,0.9483,7,63.64%,"-Honka,-Salon Vilpas,+KTP Kotka Basket,-Korikobrat,-Helsinki Seagulls,-Pyrinto Tampere,-Namika Lahti"
basketball,Finland,Korisliiga,2016,men,Kataja,180,10,0.9208,3,30.00%,"+Kataja,-Korikobrat,-KTP Kotka Basket"
basketball,France,LNB,2007,men,Nancy,306,18,0.9351,12,66.67%,"-Chalons-Reims,-JL Bourg,-Besancon,-Hyeres-Toulon,+Nancy,+Roanne,-Paris-Levallois,+Pau-Orthez,+Strasbourg,+Lyon-Villeurbanne,+Chalon/Saone,+Dijon"
basketball,France,LNB,2008,men,Le Mans,240,16,0.9297,9,56.25%,"-Clermont,+Le Mans,+Lyon-Villeurbanne,+Nancy,+Roanne,+Le Havre,-Gravelines-Dunkerque,+Vichy,+Cholet"
basketball,France,LNB,2009,men,Lyon-Villeurbanne,240,16,0.9159,8,50.00%,"-Pau-Orthez,-Besancon,+Lyon-Villeurbanne,+Le Mans,+Orleans,+Roanne,+Nancy,+Gravelines-Dunkerque"
basketball,France,LNB,2010,men,Cholet,240,16,0.9285,8,50.00%,"+Cholet,+Le Mans,-Dijon,-Rouen,+Roanne,+Gravelines-Dunkerque,+Nancy,+Orleans"
basketball,France,LNB,2011,men,Cholet,240,16,0.8928,6,37.50%,"+Cholet,+Nancy,+Gravelines-Dunkerque,+Chalon/Saone,-Limoges,-Poitiers"
basketball,France,LNB,2012,men,Gravelines-Dunkerque,240,16,0.9533,8,50.00%,"+Gravelines-Dunkerque,-Hyeres-Toulon,-Pau-Orthez,+Chalon/Saone,+Orleans,-Poitiers,-Le Havre,+Nancy"
basketball,France,LNB,2013,men,Gravelines-Dunkerque,240,16,0.8000,5,31.25%,"+Gravelines-Dunkerque,+Strasbourg,+Chalon/Saone,+Le Mans,+Dijon"
basketball,France,LNB,2014,men,Strasbourg,240,16,0.9176,5,31.25%,"-Antibes,-Roanne,-Le Havre,-Gravelines-Dunkerque,+Le Mans"
basketball,France,LNB,2015,men,Strasbourg,306,18,0.9307,9,50.00%,"+Strasbourg,+Nanterre,+Limoges,-Boulogne sur Mer,-JL Bourg,-Orleans,-Rouen,+Le Mans,+Chalon/Saone"
basketball,France,LNB,2016,men,Monaco,306,18,0.9531,12,66.67%,"-Le Havre,-Rouen,-Nancy,+Monaco,-Cholet,-Antibes,-Paris-Levallois,-Chalons-Reims,-Orleans,+Le Mans,-Limoges,+Lyon-Villeurbanne"
basketball,Germany,BBL,2007,men,Alba Berlin,306,18,0.9534,8,44.44%,"-Karlsruhe,-Nurnberger,+Alba Berlin,+Bamberg,+Bremerhaven,+Ludwigsburg,+Koln,+Bonn"
basketball,Germany,BBL,2008,men,Alba Berlin,306,18,0.9505,12,66.67%,"-Jena,-Trier,+Alba Berlin,-Giessen,-Tubingen,+Bamberg,+Artland,+Leverkusen,+Oldenburg,+Bonn,-Ulm,-Braunschweig"
basketball,Germany,BBL,2009,men,Alba Berlin,306,18,0.9404,11,61.11%,"-Bremerhaven,-Giessen,+Alba Berlin,+Gottingen,+Oldenburg,+Ulm,+Bonn,+Frankfurt,+Finke,+Dusseldorf,+Artland"
basketball,Germany,BBL,2010,men,Oldenburg,306,18,0.9524,13,72.22%,"-Finke,-Dusseldorf,-Phoenix Hagen,-Trier,-Giessen,+Oldenburg,-Tubingen,-Ludwigsburg,-Mitteldeutscher,+Bonn,-Artland,+Frankfurt,-Bremerhaven"
basketball,Germany,BBL,2011,men,Bamberg,306,18,0.9549,14,77.78%,"+Bamberg,+Frankfurt,-Dusseldorf,+Artland,+Alba Berlin,+Braunschweig,-Bayreuth,-Giessen,-Mitteldeutscher,-Ulm,-Bonn,+Gottingen,+Trier,+Phoenix Hagen"
basketball,Germany,BBL,2012,men,Bamberg,306,18,0.9591,11,61.11%,"+Bamberg,-Gottingen,+Ulm,+Alba Berlin,+Artland,-Giessen,+Bayern,+Braunschweig,+s-Oliver Würzburg,+Bonn,+Oldenburg"
basketball,Germany,BBL,2013,men,Bamberg,306,18,0.9279,7,38.89%,"-Giessen,+Bamberg,+Oldenburg,+Ulm,+Alba Berlin,+Bayern,-Ludwigsburg"
basketball,Germany,BBL,2014,men,Bayern,306,18,0.9561,11,61.11%,"+Bayern,+Bamberg,+Alba Berlin,+Oldenburg,-Vechta,+Ulm,+Bonn,+Artland,+Ludwigsburg,+Mitteldeutscher,-Trier"
basketball,Germany,BBL,2015,men,Bamberg,306,18,0.9506,10,55.56%,"+Bamberg,+Alba Berlin,+Bayern,+Bonn,+Ulm,+Frankfurt,-Bayreuth,-Crailsheim,-Phoenix Hagen,-Bremerhaven"
basketball,Germany,BBL,2016,men,Bamberg,306,18,0.9638,12,66.67%,"+Bamberg,-Crailsheim,+Bayern,+Oldenburg,+Frankfurt,+Ludwigsburg,+Alba Berlin,+Ulm,+Braunschweig,+Giessen,+Phoenix Hagen,+s-Oliver Würzburg"
basketball,Greece,A1,2007,men,Panathinaikos,182,14,0.9570,7,50.00%,"+Panathinaikos,+Aris,+Olympiakos,-Makedonikos,+Panellinios,+Panionios,+PAOK"
basketball,Greece,A1,2008,men,Panathinaikos,182,14,0.9457,4,28.57%,"+Panathinaikos,+Olympiakos,-AEP Olympiada,+Aris"
basketball,Greece,A1,2009,men,Olympiakos,182,14,0.9652,12,85.71%,"+Olympiakos,-AEL 1964 B-C-,+Panathinaikos,+Aris,-Egaleo,+Maroussi,+Panellinios,+Panionios,-Trikala,-Olympia Larisas,+AEK Athens,+Kavala"
basketball,Greece,A1,2010,men,Panathinaikos,182,14,0.9613,10,71.43%,"+Panathinaikos,+Olympiakos,+Maroussi,-Olympia Larisas,+Panellinios,+Kolossos Rhodes,+PAOK,+Panionios,-Kavala,+Aris"
basketball,Greece,A1,2011,men,Olympiakos,182,14,0.9553,5,35.71%,"+Olympiakos,+Panathinaikos,-Iraklis,+PAOK,-AEK Athens"
basketball,Greece,A1,2012,men,Olympiakos,156,13,0.9643,7,53.85%,"+Olympiakos,+Panathinaikos,-Maroussi,+Kolossos Rhodes,+Rethymno,+Panionios,+Aris"
basketball,Greece,A1,2013,men,Olympiakos,182,14,0.9621,8,57.14%,"+Olympiakos,+Panathinaikos,+Panionios,+PAOK,+Rethymno,+Aris,+Ikaros,-Panelefsiniakos"
basketball,Greece,A1,2014,men,Panathinaikos,182,14,0.9574,7,50.00%,"+Panathinaikos,+Olympiakos,+Panionios,+PAOK,+Kifisia,-Ilisiakos,+Rethymno"
basketball,Greece,A1,2015,men,Olympiakos,182,14,0.9603,12,85.71%,"+Olympiakos,+Panathinaikos,-Panionios,+PAOK,+AEK Athens,+Aris,+Rethymno,+Kolossos Rhodes,+Kao Drama,-Panelefsiniakos,+Koroivos,+Kifisia"
basketball,Greece,A1,2016,men,Olympiakos,182,14,0.9628,5,35.71%,"+Olympiakos,+Panathinaikos,+Aris,+AEK Athens,-Kavala"
basketball,Hungary,Division 1,2007,women,Euroleasing Sopron W,182,14,0.9716,12,85.71%,"+Euroleasing Sopron W,+MiZo Pecs W,+Szeged Szeviep W,+Budapest BSE W,-Ujbuda BEAC W,-Kanizsai W,+Miskolc W,+Szolnoki W,+ZTE NKK W,+UNI Gyor W,+Atomeromu Szekszard W,+Kecskemeti W"
basketball,Hungary,Division 1,2008,women,MiZo Pecs W,156,13,0.9729,11,84.62%,"+Euroleasing Sopron W,+MiZo Pecs W,-Szombathely W,-Kanizsai W,-Ujbuda BEAC W,-Cegledi W,-Vasas Csata W,-Atomeromu Szekszard W,+Szeged Szeviep W,+Budapest BSE W,+Szolnoki W"
basketball,Hungary,Division 1,2009,women,Euroleasing Sopron W,134,12,0.9726,10,83.33%,"-Szombathely W,-Cegledi W,-Ujbuda BEAC W,+Euroleasing Sopron W,+MiZo Pecs W,-Atomeromu Szekszard W,+Szeged Szeviep W,+UNI Gyor W,+Budapest BSE W,+Vasas Csata W"
basketball,Hungary,Division 1,2010,women,Euroleasing Sopron W,134,12,0.9706,7,58.33%,"-Cegledi W,-Ujbuda BEAC W,+Euroleasing Sopron W,+MiZo Pecs W,+Szeged Szeviep W,+UNI Gyor W,-Bajai NKK W"
basketball,Hungary,Division 1,2011,women,MiZo Pecs W,156,13,0.9722,11,84.62%,"+MiZo Pecs W,+Euroleasing Sopron W,+UNI Gyor W,+Nanette W,+ZTE NKK W,-Ujbuda BEAC W,-Cegledi W,-Budapest BSE W,-Vasas Csata W,-Atomeromu Szekszard W,+Szeged Szeviep W"
basketball,Hungary,Division 1,2012,women,Euroleasing Sopron W,132,12,0.9691,7,58.33%,"+Euroleasing Sopron W,+UNI Gyor W,+MiZo Pecs W,+ZTE NKK W,+Nanette W,-Ujbuda BEAC W,-Budapest BSE W"
basketball,Hungary,Division 1,2013,women,Euroleasing Sopron W,90,10,0.9562,6,60.00%,"+Euroleasing Sopron W,-Vasas Csata W,+UNI Gyor W,-Budapest BSE W,-Cegledi W,+PEAC-Pecs W"
basketball,Hungary,Division 1,2015,women,Euroleasing Sopron W,90,10,0.9575,5,50.00%,"-Vasas Csata W,+Euroleasing Sopron W,-Budapest BSE W,-Atomeromu Szekszard W,-Cegledi W"
basketball,Hungary,Division 1,2016,women,Euroleasing Sopron W,90,10,0.9600,8,80.00%,"-Vasas Csata W,-Ujbuda BEAC W,-ZTE NKK W,+Euroleasing Sopron W,-Atomeromu Szekszard W,-Cegledi W,+Miskolc W,+UNI Gyor W"
basketball,Hungary,NB I.A,2011,men,Szolnoki Olaj,182,14,0.9623,10,71.43%,"-Salgotarjani,-Debreceni Egyetem,+Albacomp,+Szolnoki Olaj,+Atomeromu,+Kormend,+Kecskemeti,+Szombathely,+Zalakeramia,+Pecsi VSK"
basketball,Hungary,NB I.A,2012,men,Szombathely,182,14,0.9652,12,85.71%,"-Zalakeramia,+Szombathely,+Albacomp,+Szolnoki Olaj,+Kormend,+Atomeromu,+Pecsi VSK,-Jaszberenyi,+Kaposvari,-Marso-Vagep,+Kecskemeti,+Soproni KC"
basketball,Hungary,NB I.A,2013,men,Albacomp,132,12,0.9347,10,83.33%,"-Debreceni Egyetem,+Albacomp,+Atomeromu,+Kaposvari,+Jaszberenyi,+Kormend,+Pecsi VSK,+Szombathely,+Nyiregyhazi,+Soproni KC"
basketball,Hungary,NB I.A,2014,men,Atomeromu,132,12,0.9311,10,83.33%,"+Atomeromu,+KTE-Duna,+Albacomp,+Soproni KC,+Kaposvari,+Kormend,+Szedeak,+Pecsi VSK,+Jaszberenyi,+Szombathely"
basketball,Hungary,NB I.A,2015,men,Atomeromu,156,13,0.9508,11,84.62%,"+Atomeromu,+KTE-Duna,-MAFC,-Zalakeramia,+Kaposvari,+Szombathely,+Soproni KC,+Pecsi VSK,-Nyiregyhazi,+Albacomp,+Szedeak"
basketball,Hungary,NB I.A,2016,men,Szolnoki Olaj,182,14,0.9510,9,64.29%,"-Jaszberenyi,-Nyiregyhazi,+Atomeromu,+Szolnoki Olaj,+Albacomp,+Kormend,+Soproni KC,+Zalakeramia,-MAFC"
basketball,Israel,Super League,2007,men,Maccabi Tel Aviv,135,10,0.9522,4,40.00%,"+Maccabi Tel Aviv,+Hapoel M- Jerusalem,+Bnei Herzliya,+Gilboa Galil"
basketball,Israel,Super League,2008,men,Hapoel Holon,135,10,0.8965,5,50.00%,"+Hapoel Holon,+Maccabi Tel Aviv,-H- Afula,-Maccabi Rishon,+Ironi Ashkelon"
basketball,Israel,Super League,2009,men,Maccabi Tel Aviv,132,12,0.9371,7,58.33%,"+Maccabi Tel Aviv,-Ironi Kiryat Ata,+Hapoel M- Jerusalem,+Gilboa Galil,+Maccabi Haifa,+Hapoel Holon,+Bnei Herzliya"
